Employee ID_recipient,Employee ID_adviser,go to reason,advice area count,energy level,Employment Type_recipient,Position Title_recipient,Date in service_recipient,On Site Frequency_recipient,Business Unit level 1_recipient,Business Unit level 2_recipient,Employment Type_adviser,Position Title_adviser,Date in service_adviser,On Site Frequency_adviser,Business Unit level 1_adviser,Business Unit level 2_adviser
3022812,3023460,"Technical
Expertise",1,Stays about the same,Salaried,Designer II - UX Design,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Principal Software Development Engineer,2022-07-25,Fully Remote,Corporate,Engineering - Brand 2
3031524,3029814,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2
3029869,2002895,"Delivering to
Customers",1,Goes up,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2015-03-30,Hybrid,Brand 2,Customer Service - Brand 2
2003137,3042755,"Technical
Expertise",1,Stays about the same,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2
2003173,2003137,"Delivering to
Customers",1,Stays about the same,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2
3044041,2003209,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Sr. Social Media Specialist II,2024-04-08,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2
2003136,2003000,"Technical
Expertise",1,Stays about the same,Hourly,Customer Service Representative 3,2021-02-22,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2
2002937,2002605,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,Sr. Software Development Engineer I,2016-06-23,Hybrid,Corporate,Engineering - Brand 2,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2
3042755,2003018,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2003209,3042755,,0,Stays about the same,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2
3029900,2003193,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,"Sr. Manager, Channel Marketing",2022-11-14,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2
2002166,2002394,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3029400,3007231,"Navigating
Change,Delivering to
Customers",2,Goes up,Hourly,Customer Service Representative 3,2022-10-17,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2
2002934,2003115,"Delivering to
Customers",1,Goes up,Salaried,Sr. Marketing Specialist II,2013-10-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Social Media Specialist I,2021-03-01,Hybrid,Brand 2,Marketing - Brand 2
2003133,2002643,,0,Goes up sharply,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, Marketing",2021-05-03,Hybrid,Brand 2,Marketing - Brand 2
3025961,3030382,"Technical
Expertise",1,Goes up,Salaried,Sr. Software Development Engineer I,2022-08-29,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Principal Software Development Engineer,2022-11-14,Fully Remote,Corporate,Engineering - Brand 2
2003109,2002394,"Technical
Expertise",1,Stays about the same,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3021660,3027478,"Delivering to
Customers,Technical
Expertise",2,Goes up sharply,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2
3023032,2003186,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2
2002909,2002394,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Sr. Principal Designer - UX Design,2015-11-18,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3042739,2001013,"Delivering to
Customers",1,Goes up,Salaried,Sr. Principal Data Engineer,2024-01-16,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Data Engineer Director,2004-12-29,Hybrid,Corporate,Enterprise Information Systems
3029814,3021660,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers",4,Stays about the same,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
3033414,2001575,"Financial
Resources,Delivering to
Customers",2,Stays about the same,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,Director Finance,2022-05-16,Hybrid,Corporate,Finance
2002893,2002166,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2
2002643,3043751,"Delivering to
Customers",1,Stays about the same,Salaried,"Manager, Marketing",2021-05-03,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2
3007231,3042755,"Delivering to
Customers",1,Stays about the same,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2
3034698,2002909,"Delivering to
Customers",1,Goes up,Salaried,Sr. Software Development Engineer I,2023-07-10,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Principal Designer - UX Design,2015-11-18,Hybrid,Corporate,Engineering - Brand 2
3022260,2003209,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2
2002394,2003173,"Delivering to
Customers",1,Stays about the same,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2
2003155,3043751,"Delivering to
Customers",1,Goes up,Salaried,"Director, Business Line",2018-11-05,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2
2003036,3043533,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2,Salaried,Sr. Site Optimization Specialist II,2024-03-04,Hybrid,Corporate,Marketing
2003156,3018469,"Navigating
Change",1,Goes up,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Corporate Attorney,2021-11-22,Hybrid,Corporate,Legal
2003000,3021660,"Financial
Resources,Delivering to
Customers",2,Goes down,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
2003193,2002895,"Delivering to
Customers",1,Stays about the same,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2015-03-30,Hybrid,Brand 2,Customer Service - Brand 2
2002605,2003209,"Delivering to
Customers",1,Stays about the same,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2
3044059,3023646,"Delivering to
Customers",1,Goes up,Salaried,"Sr. Manager, Engineering",2024-04-22,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Product Specialist II,2022-08-01,Fully Remote,Corporate,Engineering - Brand 2
3022812,3022906,"Technical
Expertise",1,Stays about the same,Salaried,Designer II - UX Design,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2
3031524,2003191,"Financial
Resources",1,Goes up,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Director, Finance",2017-08-07,Hybrid,Corporate,Finance
3029869,2003193,"Delivering to
Customers",1,Goes up,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2
2003137,2003112,"Delivering to
Customers",1,Stays about the same,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2
2003173,3020739,"Navigating
Change,Delivering to
Customers",2,Stays about the same,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2
3044041,2003036,"Delivering to
Customers,Technical
Expertise",2,Goes down,Salaried,Sr. Social Media Specialist II,2024-04-08,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2
2003136,2003186,"Technical
Expertise",1,Stays about the same,Hourly,Customer Service Representative 3,2021-02-22,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2
2002937,2002909,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,Sr. Software Development Engineer I,2016-06-23,Hybrid,Corporate,Engineering - Brand 2,Salaried,Sr. Principal Designer - UX Design,2015-11-18,Hybrid,Corporate,Engineering - Brand 2
2003209,3022260,,0,Stays about the same,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2
3029900,2003191,"Financial
Resources,Navigating
Change",2,Stays about the same,Salaried,"Sr. Manager, Channel Marketing",2022-11-14,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,"Director, Finance",2017-08-07,Hybrid,Corporate,Finance
2002166,3023646,"Navigating
Change,Technical
Expertise",2,Goes up,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Product Specialist II,2022-08-01,Fully Remote,Corporate,Engineering - Brand 2
2003186,2003018,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up sharply,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
3029400,3015847,"Navigating
Change,Delivering to
Customers",2,Goes up,Hourly,Customer Service Representative 3,2022-10-17,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,"Director, Social Media",2021-10-11,Hybrid,Corporate,Marketing
2003133,3044041,,0,Goes down,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Sr. Social Media Specialist II,2024-04-08,Hybrid,Brand 2,Marketing - Brand 2
2003109,2003173,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers",4,Goes up,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2
3020739,2004721,"Navigating
Change,Technical
Expertise",2,Stays about the same,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,Sr. Software Engineer II,2014-03-17,Hybrid,Operations,Manufacturing Technology
2003148,3004803,"Navigating
Change,Career
Development",2,Goes up,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Director, Human Resources",2020-10-26,Hybrid,Corporate,Human Resources
3021660,3027665,"Delivering to
Customers,Technical
Expertise",2,Goes up sharply,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Director, Optimization",2022-09-19,Hybrid,Corporate,Marketing
2003115,2003018,"Delivering to
Customers",1,Stays about the same,Salaried,Social Media Specialist I,2021-03-01,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2002910,2003191,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Director, Finance",2017-08-07,Hybrid,Corporate,Finance
2002909,3040598,"Delivering to
Customers",1,Goes up,Salaried,Sr. Principal Designer - UX Design,2015-11-18,Hybrid,Corporate,Engineering - Brand 2,Salaried,"VP, GM Brand 2",2023-10-04,Fully Remote,Corporate,Leadership
3042739,2001983,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,Sr. Principal Data Engineer,2024-01-16,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Manager, Performance Analytics",2015-11-23,Hybrid,Corporate,Supply Chain
3029814,2003018,"Navigating
Change",1,Goes up,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
3033414,3020739,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2
2002893,3021660,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
2002643,2003036,"Delivering to
Customers",1,Goes down,Salaried,"Manager, Marketing",2021-05-03,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2
3007231,3044041,"Delivering to
Customers",1,Stays about the same,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Sr. Social Media Specialist II,2024-04-08,Hybrid,Brand 2,Marketing - Brand 2
3034698,3030188,"Delivering to
Customers",1,Goes up,Salaried,Sr. Software Development Engineer I,2023-07-10,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Designer II - UX Design,2022-10-31,Hybrid,Corporate,Engineering - Brand 2
3022260,2002643,"Financial
Resources,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, Marketing",2021-05-03,Hybrid,Brand 2,Marketing - Brand 2
2002394,2003191,"Financial
Resources,Delivering to
Customers",2,Goes down,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Director, Finance",2017-08-07,Hybrid,Corporate,Finance
2003155,3033414,"Financial
Resources,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,"Director, Business Line",2018-11-05,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2
2003036,2000438,"Delivering to
Customers",1,Stays about the same,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2,Salaried,Channel Marketing Director,2020-04-27,Hybrid,Corporate,Marketing
2003156,2003018,"Delivering to
Customers",1,Goes up,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2003000,3027478,"Technical
Expertise",1,Stays about the same,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2
2002435,3029869,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Hourly,Customer Service Representative 3,2020-09-03,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2
2002605,3043751,"Delivering to
Customers",1,Stays about the same,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2
3044059,3030382,"Delivering to
Customers",1,Stays about the same,Salaried,"Sr. Manager, Engineering",2024-04-22,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Principal Software Development Engineer,2022-11-14,Fully Remote,Corporate,Engineering - Brand 2
3022812,3023032,"Technical
Expertise",1,Stays about the same,Salaried,Designer II - UX Design,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2
3029869,2002394,"Technical
Expertise",1,Goes down,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
2003173,2002956,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Customer Service",2017-05-15,Hybrid,Brand 2,Customer Service - Brand 2
3044041,2003148,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers",4,Goes up sharply,Salaried,Sr. Social Media Specialist II,2024-04-08,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2
3042755,2000515,"Technical
Expertise",1,Goes down,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,Sr. Marketing Specialist I,2018-09-04,Fully Remote,Corporate,Marketing
3029900,3033414,"Financial
Resources,Navigating
Change,Delivering to
Customers",3,Goes down,Salaried,"Sr. Manager, Channel Marketing",2022-11-14,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2
2002166,2003206,"Technical
Expertise",1,Goes down,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Sr. Growth Marketing Specialist I,2017-03-06,Hybrid,Corporate,Marketing
2003186,3021660,"Financial
Resources",1,Goes down,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
3029400,2002394,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Hourly,Customer Service Representative 3,2022-10-17,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
2002934,2003036,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Sr. Marketing Specialist II,2013-10-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2
2003133,2003115,,0,Stays about the same,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Social Media Specialist I,2021-03-01,Hybrid,Brand 2,Marketing - Brand 2
2003109,3007231,"Delivering to
Customers",1,Stays about the same,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2
3020739,2003174,"Navigating
Change",1,Stays about the same,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,Buyer II,2018-04-05,Hybrid,Corporate,Supply Chain
2003148,2003191,"Financial
Resources,Technical
Expertise",2,Goes up,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Director, Finance",2017-08-07,Hybrid,Corporate,Finance
3021660,3029814,"Delivering to
Customers",1,Goes up sharply,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2
3042739,2001039,"Career
Development,Delivering to
Customers",2,Goes up sharply,Salaried,Sr. Principal Data Engineer,2024-01-16,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Director, Data Engineering",2007-11-26,Hybrid,Corporate,Enterprise Information Systems
3029814,2003209,,0,Stays about the same,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2
3033414,3007231,"Delivering to
Customers",1,Stays about the same,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2
2002893,2002394,"Delivering to
Customers,Technical
Expertise",2,Goes up,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3007231,2002605,"Technical
Expertise",1,Goes up,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2
3022260,2003148,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers",4,Goes up,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2
2003036,3040598,"Financial
Resources,Career
Development,Delivering to
Customers",3,Goes up,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2,Salaried,"VP, GM Brand 2",2023-10-04,Fully Remote,Corporate,Leadership
2003156,3027478,"Delivering to
Customers",1,Goes up,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2
2002605,2003018,"Delivering to
Customers",1,Stays about the same,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
3044059,3021660,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers,Technical
Expertise",5,Goes up sharply,Salaried,"Sr. Manager, Engineering",2024-04-22,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
3022812,2002937,"Technical
Expertise",1,Stays about the same,Salaried,Designer II - UX Design,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer I,2016-06-23,Hybrid,Corporate,Engineering - Brand 2
3025972,2003036,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers,Technical
Expertise",5,Goes up,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2
2003112,3020739,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2
3025972,2003112,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2
3029349,2003157,"Delivering to
Customers,Technical
Expertise",2,Goes up sharply,Hourly,Customer Service Representative 4,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2
2002910,2003109,"Navigating
Change,Career
Development,Delivering to
Customers,Technical
Expertise",4,Goes up sharply,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2
2003112,2001289,"Navigating
Change,Technical
Expertise",2,Stays about the same,Salaried,Sr. Account Service Manager I,2021-05-10,Hybrid,Brand 2,Sales - Brand 2,Salaried,Client Services Specialist II,2012-03-15,Hybrid,Operations,Manufacturing-Brand 1
3029366,2003199,"Delivering to
Customers,Technical
Expertise",2,Goes up sharply,Hourly,Customer Service Representative 3,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2
3025972,2001289,"Technical
Expertise",1,Goes up,Salaried,Sr. Account Service Manager I,2022-08-22,Fully Remote,Brand 2,Sales - Brand 2,Salaried,Client Services Specialist II,2012-03-15,Hybrid,Operations,Manufacturing-Brand 1
3029349,2003198,"Delivering to
Customers,Technical
Expertise",2,Goes up sharply,Hourly,Customer Service Representative 4,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2019-08-21,Hybrid,Brand 2,Customer Service - Brand 2
2002724,2003199,"Technical
Expertise",1,Goes up,Hourly,Lead Customer Service Representative 5,2020-06-16,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2
2002252,2003109,"Technical
Expertise",1,Stays about the same,Hourly,Customer Service Representative 3,2017-07-25,Hybrid,Brand 2,Customer Service - Brand 2,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2
